"Country","CFR","UVI","Event","Event.Start.Date","Event.End.Date","Registration.Number","External.marking","vessel_name","Place.of.registration","Place.of.registration.name","IRCS","IRCS.indicator","Licence.indicator","VMS.indicator","ERS.indicator","ERS.Exempt.indicator","AIS.indicator","MMSI","Vessel.Type","Gear","Subsidiary.fishing.gear.1","Subsidiary.fishing.gear.2","Subsidiary.fishing.gear.3","Subsidiary.fishing.gear.4","Subsidiary.fishing.gear.5","LOA","LBP","Tonnage.GT","Other.tonnage","GTs","Power.of.main.engine","Power.of.auxiliary.engine","Hull.material","Date.of.entry.into.service","Segment","Country.of.importation.exportation","Type.of.export","Public.aid","Year.of.construction","vlength"
"ITA","ITA000001238",NA,"MOD","2023-01-09","2100-12-31","00GE09012","00GE09012","GIOVANNI PADRE","00014","Genova","IKGL","Y","Y","N","Y","","Y","247049030","FX","OTB","NO","","","","",14.16,12.08,16,9.44,0,195,"0.00","1","1989-12-11","MFL","","","","1989-01-01","VL1218"
"ITA","ITA000001241",NA,"MOD","2021-04-07","2100-12-31","00CC00223","00CC00223","CIRO PIETRO","00150","Corigliano Calabro","IZSQ","Y","Y","N","Y","","Y","247120150","FX","OTB","LLS","","","","",13.2,12.17,15,9.94,0,221,"0.00","1","1990-04-26","MFL","","","","1982-01-01","VL1218"
"ITA","ITA000001283",NA,"MOD","2020-08-25","2100-12-31","02IM00375","02IM00375","SAN NICOLA","00003","Ventimiglia","IZCA","Y","Y","N","Y","","Y","247048070","FX","OTB","PS","","","","",13.01,12.39,13,9.81,0,91,"0.00","1","1979-08-10","MFL","","","","1979-01-01","VL1218"
"ITA","ITA000001290",NA,"MOD","2024-08-01","2100-12-31","05BA00667","05BA00667","SPARVIERO","00159","Mola Di Bari","IFXO2","Y","Y","N","Y","","Y","247123410","FX","OTB","NO","","","","",12.93,12.58,13,9.36,0,162,"0.00","1","1981-08-10","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000001292",NA,"MOD","2023-01-15","2100-12-31","00TP02349","00TP02349","ANGELO NOTO","00274","Trapani","IFYU2","Y","Y","N","Y","","N","","FX","OTB","NO","","","","",12.76,12.15,12,9.45,0,86.7,"0.00","1","1981-11-18","MFL","","","","1981-01-01","VL1218"
"ITA","ITA000001295",NA,"MOD","2022-04-05","2100-12-31","05BA00758","05BA00758","ROBERTO","00159","Mola Di Bari","IVHT","Y","Y","Y","Y","","Y","247120310","FX","OTB","NO","","","","",16.15,14.65,21,23.85,0,198.5,"0.00","1","1959-07-20","MFL","","","","1959-01-01","VL1218"
"ITA","ITA000001301",NA,"MOD","2021-03-17","2100-12-31","05BA00688","05BA00688","NETTUNO","00159","Mola Di Bari","IFXP2","Y","Y","N","Y","","Y","247123350","FX","OTB","GNS","","","","",12.52,12.14,11,9.14,0,95.5,"0.00","1","1982-11-16","MFL","","","","1982-01-01","VL1218"
"ITA","ITA000001306",NA,"MOD","2020-08-25","2100-12-31","00GE08782","00GE08782","ARINA MADRE","00014","Genova","INOF","Y","Y","N","Y","","Y","247045120","FX","OTB","NO","","","","",13.04,12.8,14,9.8,0,220,"0.00","1","1984-04-10","MFL","","","","1984-01-01","VL1218"
"ITA","ITA000001312",NA,"MOD","2021-03-06","2100-12-31","05BA00843","05BA00843","ANNALISA I","00159","Mola Di Bari","IFQL2","Y","Y","N","Y","","Y","247123550","FX","OTB","NO","","","","",12.98,12.9,15,9.87,0,198.5,"0.00","1","1985-08-14","MFL","","","","1985-01-01","VL1218"
"ITA","ITA000001321",NA,"MOD","2020-08-25","2100-12-31","05BA00847","05BA00847","VITANTONIO PADRE","00159","Mola Di Bari","IKAO2","Y","Y","N","Y","","Y","247124180","FX","OTB","LLS","","","","",12.65,12.07,15,9.83,0,147,"0.00","1","1986-07-10","MFL","","","","1986-01-01","VL1218"
"ITA","ITA000001328",NA,"MOD","2021-03-23","2100-12-31","05BA00727","05BA00727","HARES","00159","Mola Di Bari","IRFO","Y","Y","N","Y","","Y","247120890","FX","OTB","NO","","","","",12.74,12.64,16,9.86,0,205.9,"0.00","1","1987-05-19","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000001330",NA,"MOD","2016-10-26","2100-12-31","04BA01492","04BA01492","CLEMENTE ANTONIA","00158","Monopoli","IWJH","Y","Y","Y","Y","","Y","247122250","FX","OTB","LLS","","","","",18.95,15.38,38,38.76,0,294,"0.00","1","1987-07-29","MFL","","","","1987-01-01","VL1824"
"ITA","ITA000001332",NA,"MOD","2022-06-29","2100-12-31","00OR00275","00OR00275","TOMMASO PADRE","00173","Ortona","IFOA2","Y","Y","N","Y","","Y","247099090","FX","OTB","NO","","","","",13.93,12.99,17,9.81,0,80,"0.00","1","1987-11-06","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000001335",NA,"MOD","2020-08-25","2100-12-31","02VM00185","02VM00185","AURORA","00120","Praia A Mare","IIEF2","Y","Y","N","Y","","Y","247129390","FX","OTB","NO","","","","",12.84,12.6,6,9.95,0,221,"0.00","1","1988-04-29","MFL","","","","1988-01-01","VL1218"
"ITA","ITA000001339",NA,"MOD","2020-08-25","2100-12-31","02GE03446","02GE03446","IRENE","00015","Santa Margherita Ligure","IFNH","Y","Y","N","Y","","Y","247123990","FX","OTB","NO","","","","",13.02,12.51,15,9.7,0,219.8,"0.00","1","1988-12-16","MFL","","","","1988-01-01","VL1218"
"ITA","ITA000001340",NA,"MOD","2016-11-01","2100-12-31","05BA00747","05BA00747","STELLA AZZURRA","00159","Mola Di Bari","IWUX","Y","Y","Y","Y","","Y","247124830","FX","OTB","NO","","","","",20.6,16.69,51,53.54,0,316,"0.00","1","1989-01-12","MFL","","","","1987-01-01","VL1824"
"ITA","ITA000001342",NA,"MOD","2025-01-10","2100-12-31","00CR01309","00CR01309","ROSA","00145","Crotone","ILDN2","Y","Y","N","Y","","Y","247132970","FX","OTB","LLS","","","","",12.55,12.53,14,9.72,0,147,"0.00","1","1989-06-17","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000001348",NA,"MOD","2019-11-13","2100-12-31","00OS01312","00OS01312","AURORA","00227","Oristano","IULL","Y","Y","Y","Y","","Y","247120340","FX","OTB","NO","","","","",22.6,20.17,53,43.39,0,324,"0.00","1","1990-04-11","MFL","","","","1989-01-01","VL1824"
"ITA","ITA000001349",NA,"MOD","2020-08-25","2100-12-31","05BA00935","05BA00935","GINA MADRE","00159","Mola Di Bari","IPQD","Y","Y","N","Y","","Y","247280030","FX","OTB","LLS","","","","",12.98,12.08,13,9.96,0,279,"0.00","1","1990-09-20","MFL","","","","1990-01-01","VL1218"
"ITA","ITA000001350",NA,"MOD","2020-08-25","2100-12-31","00ML01145","00ML01145","MARINO I","00162","Molfetta","ITRM","Y","Y","Y","Y","","Y","247121680","FX","OTB","NO","","","","",23.15,19.29,68,64.54,0,375,"0.00","1","1990-10-17","MFL","","","","1990-01-01","VL1824"
"ITA","ITA000001465",NA,"MOD","2021-04-12","2100-12-31","04BA01551","04BA01551","FURIA","00158","Monopoli","IZTO","Y","Y","N","Y","","Y","247122960","FX","OTB","LLS","","","","",12.81,12.55,13,9.32,0,140,"0.00","1","1983-05-27","MFL","","","","1983-01-01","VL1218"
"ITA","ITA000001495",NA,"MOD","2020-08-25","2100-12-31","04BA01643","04BA01643","SAVERIO","00158","Monopoli","IWHC","Y","Y","Y","Y","","Y","247121540","FX","OTB","LLS","","","","",17.35,15.96,32,24.73,0,109,"0.00","1","1987-04-28","MFL","","","","1986-01-01","VL1218"
"ITA","ITA000001506",NA,"MOD","2007-01-04","2100-12-31","05BA00878","05BA00878","MIMMA FRANCESCA","00159","Mola Di Bari","IRGS","Y","Y","N","","","","","FX","OTB","LLS","","","","",14.2,12.29,15,9.71,0,176.47,"0.00","1","1989-10-14","MFL","","","","1989-01-01","VL1218"
"ITA","ITA000001533",NA,"MOD","2024-11-07","2100-12-31","01CC00384","01CC00384","S. ROSA","00148","Cariati","IWED","Y","Y","Y","Y","","Y","247133670","FX","OTB","LLS","","","","",14.22,12.86,15,21.99,0,162,"0.00","1","1986-10-10","MFL","","","","1986-01-01","VL1218"
"ITA","ITA000001545",NA,"MOD","2020-08-25","2100-12-31","00CA02500","00CA02500","ANTONIO PADRE","00224","Cagliari","IFFK2","Y","Y","N","Y","","Y","247156660","FX","OTB","LLS","","","","",10.88,9.36,4,5.35,0,92,"0.00","1","1963-04-24","MFL","","","","1957-01-01","VL0612"
"ITA","ITA000001559",NA,"MOD","2022-03-02","2100-12-31","02CA01201","02CA01201","ANNA MARIA","00226","Sant'Antioco","IIUW2","Y","Y","N","N","","Y","247158280","FX","OTB","LLS","","","","",9.16,8.63,3,5.77,0,58.8,"0.00","1","1968-01-10","MFL","","","","1967-01-01","VL0612"
"ITA","ITA000001578",NA,"MOD","2003-01-01","2100-12-31","00CA03508","00CA03508","PICCOLO DANI","00224","Cagliari","","N","Y","N","","","","","FX","OTB","GNS","","","","",10.1,9.8,5,5.89,0,59,"0.00","1","1974-11-18","MFL","","","","1974-01-01","VL0612"
"ITA","ITA000001581",NA,"MOD","2011-03-28","2100-12-31","05CA00137","05CA00137","DANIELA","00229","Arbatax","ITEW","Y","Y","N","","","","","FX","OTB","GNS","","","","",11.8,11.47,8,5.89,0,29.5,"0.00","1","1975-11-11","MFL","","","","1971-01-01","VL0612"
"ITA","ITA000001582",NA,"MOD","2024-01-29","2100-12-31","00CA03528","00CA03528","BONARIA MADRE","00224","Cagliari","IRDE","Y","Y","N","Y","","Y","247156740","FX","OTB","GNS","","","","",12.65,10.77,8,9.98,0,84.5,"0.00","1","1975-12-18","MFL","","","","1975-01-01","VL1218"
"ITA","ITA000001583",NA,"MOD","2020-08-25","2100-12-31","00CA03533","00CA03533","VALERIA","00224","Cagliari","IVZT","Y","Y","N","Y","","Y","247151910","FX","OTB","NO","","","","",13.3,11.86,10,9.34,0,109.5,"0.00","1","1976-04-28","MFL","","","","1965-01-01","VL1218"
"ITA","ITA000001589",NA,"MOD","2021-02-09","2100-12-31","00CA03558","00CA03558","MARIA DELL'AIUTO","00224","Cagliari","IFFP2","Y","Y","N","N","","N","","FX","OTB","GNS","","","","",13.98,12.42,9,9.97,0,177,"0.00","1","1977-08-01","MFL","","","","1950-01-01","VL1218"
"ITA","ITA000001591",NA,"MOD","2020-08-25","2100-12-31","02CA01120","02CA01120","S.IGNAZIO","00226","Sant'Antioco","IFHF2","Y","Y","N","Y","","Y","247153870","FX","OTB","GNS","","","","",13,11.9,9,9.45,0,70,"0.00","1","1978-04-04","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000001599",NA,"MOD","2006-03-06","2100-12-31","00CA03609","00CA03609","MAILA","00224","Cagliari","IFBB2","Y","Y","N","","","","","FX","OTB","GNS","","","","",11.4,9.95,7,9.12,0,95.5,"0.00","1","1981-03-07","MFL","","","","1980-01-01","VL0612"
"ITA","ITA000001600",NA,"MOD","2010-04-06","2100-12-31","00CA03610","00CA03610","CONCETTA MADRE","00224","Cagliari","ISEO","Y","Y","N","","","","","FX","OTB","NO","","","","",11.69,10.76,8,9.95,0,95.5,"0.00","1","1981-03-23","MFL","","","","1968-01-01","VL0612"
"ITA","ITA000001604",NA,"MOD","2015-05-26","2100-12-31","00CA03624","00CA03624","4 FRATELLI","00224","Cagliari","IQCB","Y","Y","Y","Y","","Y","247152780","FX","OTB","NO","","","","",19.42,17.08,46,44.63,0,207,"0.00","1","1981-09-23","MFL","","","","1956-01-01","VL1824"
"ITA","ITA000001617",NA,"MOD","2021-05-13","2100-12-31","00CA03664","00CA03664","CHRISTIAN FRANCESCO","00224","Cagliari","","N","Y","N","Y","","N","","FX","OTB","GNS","","","","",12.58,11.27,8,9.57,0,95.5,"0.00","1","1983-12-07","MFL","","","","1983-01-01","VL1218"
"ITA","ITA000001620",NA,"MOD","2020-08-25","2100-12-31","03OL00188","03OL00188","LUCI CHIARA","00233","Siniscola","INOV","Y","Y","N","Y","","Y","247157520","FX","OTB","LLS","","","","",12.9,11.6,11,9.25,0,95.5,"0.00","1","1984-05-22","MFL","","","","1984-01-01","VL1218"
"ITA","ITA000001621",NA,"MOD","2017-03-21","2100-12-31","00CA03675","00CA03675","ZIO EFISIO","00224","Cagliari","IFFO2","Y","Y","N","","","","","FX","OTB","LLS","","","","",11.85,11.28,9,9.25,0,96,"0.00","1","1984-05-22","MFL","","","","1984-01-01","VL0612"
"ITA","ITA000001623",NA,"MOD","2020-08-25","2100-12-31","00CA03682","00CA03682","FRANCESCO PADRE","00224","Cagliari","IRDI","Y","Y","N","Y","","Y","247156760","FX","OTB","LLS","","","","",12.52,10.38,9,9.81,0,100,"0.00","1","1984-07-26","MFL","","","","1984-01-01","VL1218"
"ITA","ITA000001626",NA,"MOD","2007-02-02","2100-12-31","04PE00555","04PE00555","VALERIA SECONDO","00272","Lampedusa","IXPR","Y","Y","Y","","","","","FX","OTB","GNS","","","","",16.43,13.9,29,24.7,0,161.7,"0.00","1","1985-04-26","MFL","","","","1985-01-01","VL1218"
"ITA","ITA000001639",NA,"MOD","2003-01-01","2100-12-31","00CA03728","00CA03728","ETTORE II","00224","Cagliari","","N","Y","N","N","","N","","FX","OTB","LLS","","","","",13.5,12.29,10,9.6,0,58.8,"0.00","1","1982-04-20","MFL","","","","1982-01-01","VL1218"
"ITA","ITA000001650",NA,"MOD","2016-10-24","2100-12-31","00CI03516","00CI03516","DORIANO T","00207","Chioggia","IWPK","Y","Y","Y","Y","","Y","247052930","FX","OTB","PTM","","","","",26.85,22.61,134,109.9,0,402,"0.00","1","1988-05-18","MFL","","","","1988-01-01","VL2440"
"ITA","ITA000001703",NA,"MOD","2006-03-03","2100-12-31","01CA01201","01CA01201","LIBECCIO","00225","Carloforte","IFDD2","Y","Y","N","N","","N","","FX","OTB","NO","","","","",12.88,11.7,10,9.97,0,110,"0.00","1","1983-07-20","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000001758",NA,"MOD","2020-08-25","2100-12-31","02CA00834","02CA00834","S. GASPARE","00226","Sant'Antioco","IZRR","Y","Y","N","Y","","Y","247151250","FX","OTB","LLS","","","","",13.67,12.86,14,13.67,0,176.5,"0.00","1","1979-04-17","MFL","","","","1946-01-01","VL1218"
"ITA","ITA000001761",NA,"MOD","2020-08-25","2100-12-31","00CA04133","00CA04133","ANNA MADRE II","00224","Cagliari","INOR","Y","Y","N","Y","","Y","247157470","FX","OTB","LLS","","","","",12.84,10.76,11,9.92,0,73.5,"0.00","1","1980-01-23","MFL","","","","1977-01-01","VL1218"
"ITA","ITA000001769",NA,"MOD","2020-08-25","2100-12-31","02CA00858","02CA00858","MADDALENA","00226","Sant'Antioco","IKOR","Y","Y","N","Y","","Y","247152110","FX","OTB","LLS","","","","",12.67,11.41,10,9.92,0,88.26,"0.00","1","1981-03-05","MFL","","","","1980-01-01","VL1218"
"ITA","ITA000001776",NA,"MOD","2020-06-01","2100-12-31","02CA00869","02CA00869","VITTORIA","00226","Sant'Antioco","IGZA","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",13.61,10.85,9,7.61,0,112,"0.00","1","1981-11-18","MFL","","","","1966-01-01","VL1218"
"ITA","ITA000001781",NA,"MOD","2003-01-01","2100-12-31","00CA03783","00CA03783","BRUNA MADRE","00224","Cagliari","","N","Y","N","","","","","FX","OTB","LLS","","","","",11.51,9.24,8,8.39,0,84.58,"0.00","1","1982-05-10","MFL","","","","1981-01-01","VL0612"
"ITA","ITA000001785",NA,"MOD","2014-09-25","2100-12-31","02CA00886","02CA00886","ROMINA SANDRA","00226","Sant'Antioco","ILQN","Y","Y","N","","","","","FX","OTB","LLS","","","","",11.92,9.46,9,8.49,0,95.5,"0.00","1","1982-12-02","MFL","","","","1981-01-01","VL0612"
"ITA","ITA000001792",NA,"MOD","2016-08-22","2100-12-31","02CA00897","02CA00897","ANTONIETTA MADRE","00226","Sant'Antioco","ILLU","Y","Y","N","","","","","FX","OTB","PS","","","","",10.6,9.5,7,8.81,0,84.5,"0.00","1","1983-05-30","MFL","","","","1982-01-01","VL0612"
"ITA","ITA000001823",NA,"MOD","2022-02-10","2100-12-31","03OL00189","03OL00189","NICOLETTA","00233","Siniscola","INKV","Y","Y","N","Y","","Y","247157570","FX","OTB","LLS","","","","",12.26,11,12,9.58,0,87.5,"0.00","1","1987-07-25","MFL","","","","1987-01-01","VL1218"
"ITA","ITA000001825",NA,"MOD","2022-11-14","2100-12-31","02CA00946","02CA00946","AIRONE","00226","Sant'Antioco","IKWX2","Y","Y","N","Y","","Y","247156110","FX","OTB","LLS","","","","",12.13,10.92,8,8.91,0,79.36,"0.00","1","1987-10-21","MFL","","","","1986-01-01","VL1218"
"ITA","ITA000001831",NA,"MOD","2023-03-28","2100-12-31","02CA00957","02CA00957","RAYMAR","00226","Sant'Antioco","IFVC","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",11.75,10.73,8,9.77,0,91.1,"0.00","1","1988-08-11","MFL","","","","1988-01-01","VL0612"
"ITA","ITA000001835",NA,"MOD","2015-11-03","2100-12-31","00CA03796","00CA03796","SALVATORE G.","00224","Cagliari","IPBT","Y","Y","Y","","","","","FX","OTB","NO","","","","",18.41,16.16,46,36.73,0,206,"0.00","1","1953-05-19","MFL","","","","1953-01-01","VL1824"
"ITA","ITA000001852",NA,"MOD","2020-08-25","2100-12-31","00OS00410","00OS00410","NINA BETTY","00227","Oristano","IKFM2","Y","Y","N","N","","Y","247157190","FX","OTB","LLS","","","","",9.13,8.82,4,4.67,0,68.5,"0.00","1","1960-07-28","MFL","","","","1957-01-01","VL0612"
"ITA","ITA000001871",NA,"MOD","2005-10-14","2100-12-31","02CA01077","02CA01077","RITA 1^","00226","Sant'Antioco","ISUV","Y","Y","N","","","","","FX","OTB","LLS","","","","",10.47,9.51,4,6.41,0,62.5,"0.00","1","1970-06-05","MFL","","","","1970-01-01","VL0612"
"ITA","ITA000001891",NA,"MOD","2020-08-25","2100-12-31","00OS00799","00OS00799","CORALLINA","00227","Oristano","IVRF","Y","Y","N","Y","","Y","247152230","FX","OTB","PS","","","","",13.29,12.34,8,9.97,0,70.6,"0.00","1","1976-04-21","MFL","","","","1976-01-01","VL1218"
"ITA","ITA000001903",NA,"MOD","2020-08-25","2100-12-31","02CA01033","02CA01033","DIEGO I","00226","Sant'Antioco","ILLT","Y","Y","N","Y","","Y","247152220","FX","OTB","LLS","","","","",13.31,11.95,9,9.78,0,95.55,"0.00","1","1979-03-22","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000001906",NA,"MOD","2020-08-25","2100-12-31","03OL00160","03OL00160","ESPERIA","00233","Siniscola","INQR","Y","Y","N","Y","","Y","247157460","FX","OTB","PS","","","","",13.27,11.25,10,9.52,0,84.5,"0.00","1","1979-04-23","MFL","","","","1978-01-01","VL1218"
"ITA","ITA000001920",NA,"MOD","2020-08-25","2100-12-31","03OL00167","03OL00167","PAOLA V","00233","Siniscola","INPF","Y","Y","N","Y","","Y","247157530","FX","OTB","LLS","","","","",10.77,9.3,5,8.6,0,84.5,"0.00","1","1980-07-14","MFL","","","","1980-01-01","VL0612"
"ITA","ITA000001934",NA,"MOD","2020-08-25","2100-12-31","00OS00905","00OS00905","ROSINA","00227","Oristano","ILCI","Y","Y","Y","Y","","Y","247155030","FX","OTB","PS","","","","",17.8,16.33,30,24.96,0,206,"0.00","1","1982-03-19","MFL","","","","1956-01-01","VL1218"
"ITA","ITA000001936",NA,"MOD","2020-08-25","2100-12-31","03OL00170","03OL00170","IL GABBIANO","00233","Siniscola","INMY","Y","Y","N","Y","","Y","247157480","FX","OTB","LLS","","","","",13.1,11.4,10,10,0,119,"0.00","1","1982-05-19","MFL","","","","1981-01-01","VL1218"
"ITA","ITA000001947",NA,"MOD","2020-03-02","2100-12-31","03OL00180","03OL00180","GIANPAOLO","00233","Siniscola","","N","Y","N","Y","","N","","FX","OTB","LLS","","","","",13.08,12.03,10,9.96,0,85.28,"0.00","1","1984-03-13","MFL","","","","1983-01-01","VL1218"
"ITA","ITA000001998",NA,"MOD","2020-06-03","2100-12-31","05CA00076","05CA00076","LUIGINO","00229","Arbatax","IFI02","Y","Y","N","Y","","N","","FX","OTB","LLS","","","","",12.62,10.08,9,9.48,0,95.5,"0.00","1","1978-02-18","MFL","","","","1972-01-01","VL1218"
"ITA","ITA000002014",NA,"MOD","2006-11-25","2100-12-31","05CA00116","05CA00116","GIGIOTTO","00229","Arbatax","IWSE","Y","Y","Y","","","","","FX","OTB","LLS","","","","",25.15,20.74,87,73.27,0,264,"0.00","1","1988-11-18","MFL","","","","1988-01-01","VL2440"
"ITA","ITA000002042",NA,"MOD","2021-02-18","2100-12-31","00CI01290","00CI01290","FIORELLO P.","00207","Chioggia","IJAC2","Y","Y","N","N","","N","","FX","OTB","GNS","","","","",9.32,8.88,3,4.75,0,79.5,"0.00","1","1961-06-12","MFL","","","","1961-01-01","VL0612"
"ITA","ITA000002083",NA,"MOD","2013-09-20","2100-12-31","00SA02674","00SA02674","CORMORANO","00103","Salerno","IKTE","Y","Y","Y","","","","","FX","OTB","PTM","","","","",18.35,15.13,43,24.55,0,182.87,"0.00","1","1962-02-12","MFL","","","","1962-01-01","VL1824"
"ITA","ITA000002133",NA,"MOD","2020-11-24","2100-12-31","00SB00644","00SB00644","MOSTRILLO","00182","San Benedetto Del Tronto","IKIC","Y","Y","Y","Y","","Y","247051730","FX","OTB","NO","","","","",20.24,18.26,55,54.22,0,413,"0.00","1","1967-12-21","MFL","","","","1966-01-01","VL1824"
"ITA","ITA000002144",NA,"MOD","2021-04-08","2100-12-31","00CI01997","00CI01997","DENIS S.P.","00207","Chioggia","IFON2","Y","Y","N","Y","","N","","FX","OTB","PTM","","","","",9.68,9,3,4.43,0,99.23,"0.00","1","1968-05-25","MFL","","","","1968-01-01","VL0612"
"ITA","ITA000002147",NA,"MOD","2019-04-17","2100-12-31","00TM00166","00TM00166","NUOVO SILICIO","00174","Termoli","IOBL","Y","Y","Y","Y","","Y","247102080","FX","OTB","NO","","","","",19.42,17.47,37,34.92,0,294,"0.00","1","1968-12-07","MFL","","","","1968-01-01","VL1824"
"ITA","ITA000002149",NA,"MOD","2013-05-31","2100-12-31","00CI02088","00CI02088","MARE PRIMO","00207","Chioggia","IJRL","Y","Y","Y","Y","","Y","247051470","FX","OTB","NO","","","","",18,15.78,51,37.23,0,235,"0.00","1","1969-02-12","MFL","","","","1969-01-01","VL1824"
"ITA","ITA000002168",NA,"MOD","2024-07-31","2100-12-31","00CI02414","00CI02414","GIRONIMO","00207","Chioggia","INNK","Y","Y","Y","Y","","Y","247052570","FX","OTB","NO","","","","",22.5,18.7,71,72.78,0,320,"0.00","1","1971-05-28","MFL","","","","1970-01-01","VL1824"
"ITA","ITA000002175",NA,"MOD","2013-05-31","2100-12-31","00CI02454","00CI02454","NUOVA TIRRENIA","00207","Chioggia","IQBI","Y","Y","Y","Y","","Y","247052560","FX","OTB","PTM","","","","",19.8,15.93,36,29.63,0,294,"0.00","1","1971-08-25","MFL","","","","1970-01-01","VL1824"
"ITA","ITA000002188",NA,"MOD","2024-02-19","2100-12-31","00CI02509","00CI02509","ORSERA","00207","Chioggia","IMJV","Y","Y","Y","Y","","Y","247053530","FX","OTB","PTM","","","","",21.97,19.05,70,49.07,0,338,"0.00","1","1972-05-02","MFL","","","","1972-01-01","VL1824"
"ITA","ITA000002192",NA,"MOD","2003-01-01","2100-12-31","00CI02544","00CI02544","ZORRO","00207","Chioggia","","N","Y","N","N","","N","","FX","OTB","GNS","","","","",12,11.2,6,6.9,0,70.5,"0.00","1","1972-07-06","MFL","","","","1972-01-01","VL1218"
"ITA","ITA000002194",NA,"MOD","2021-04-09","2100-12-31","00CI02560","00CI02560","ALESSANDRO T.","00207","Chioggia","IKCE2","Y","Y","N","Y","","Y","247054270","FX","OTB","GNS","","","","",11.25,10.8,5,5.78,0,95.6,"0.00","1","1972-08-17","MFL","","","","1968-01-01","VL0612"
"ITA","ITA000002222",NA,"MOD","2023-02-28","2100-12-31","00CI02649","00CI02649","ZAFFIRO","00207","Chioggia","IRIZ","Y","Y","Y","Y","","Y","247053040","FX","OTB","PTM","","","","",22.28,19.6,75,49.59,0,413,"0.00","1","1973-11-21","MFL","","","","1973-01-01","VL1824"
