"","X","Time.Range","Vessel.ID","Flag","Vessel.Name","Entry.Timestamp","Exit.Timestamp","Gear.Type","Vessel.Type","MMSI","IMO","CallSign","First.Transmission.Date","Last.Transmission.Date","Apparent.Fishing.Hours","month","quarter","id"
"86",1254,"2021-02","4179aae2c-cb13-cef7-5084-1e2a15725ef7","ITA","ARCOBALENO","2021-01-04 05:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096440",NA,"IFXA","2013-02-14 02:10:19","2025-07-18 14:17:43",0.79,2,1,"11G2"
"87",1260,"2021-02","4179aae2c-cb13-cef7-5084-1e2a15725ef7","ITA","ARCOBALENO","2021-01-04 05:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096440",NA,"IFXA","2013-02-14 02:10:19","2025-07-18 14:17:43",6.35,2,1,"11G2"
"88",1301,"2021-01","da807a497-716f-a219-77b0-a13a671d0dea","ITA","LEONE MARCO","2021-01-08 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247099830",NA,"IPLN","2013-04-25 02:01:19","2025-07-18 16:04:53",41.1,1,1,"13G1"
"89",1313,"2021-01","ec8d85e7d-d923-f0ca-7b0c-5075449c873c","ITA","JAZZ","2021-01-13 04:00:00","2021-12-30 18:00:00","TRAWLERS","FISHING","247200190",NA,"IFHQ2","2018-08-06 02:28:14","2023-09-29 21:00:11",11,1,1,"17F9"
"90",1314,"2021-01","e4d4ca9ba-ac5f-33b2-a3f4-ff20dc9631c9","ITA","LIDA ASSUNTA","2021-01-04 03:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247094280",NA,"IPJA","2013-05-30 04:56:24","2025-07-19 10:23:52",60.56,1,1,"13G1"
"91",1315,"2021-01","ec8d85e7d-d923-f0ca-7b0c-5075449c873c","ITA","JAZZ","2021-01-13 04:00:00","2021-12-30 18:00:00","TRAWLERS","FISHING","247200190",NA,"IFHQ2","2018-08-06 02:28:14","2023-09-29 21:00:11",15.61,1,1,"17F9"
"92",1343,"2021-02","ec8d85e7d-d923-f0ca-7b0c-5075449c873c","ITA","JAZZ","2021-01-13 04:00:00","2021-12-30 18:00:00","TRAWLERS","FISHING","247200190",NA,"IFHQ2","2018-08-06 02:28:14","2023-09-29 21:00:11",40.29,2,1,"17F9"
"93",1352,"2021-01","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.","2021-01-04 04:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247093030",NA,"IFUI","2013-05-19 10:19:32","2025-07-20 23:59:59",1,1,1,"12G2"
"94",1392,"2021-01","4af3adc4d-dbfd-21b7-7712-8a46ea05be6c","ITA","ANGELO PADRE II","2021-01-04 04:00:00","2021-03-17 08:00:00","TRAWLERS","FISHING","247091080",NA,"IFMX","2013-08-23 15:20:47","2021-04-17 11:54:57",4.56,1,1,"11G2"
"95",1421,"2021-01","4f229e638-8722-41e9-5368-efce12332124","ITA","IRENE","2021-01-04 07:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247123990",NA,NA,"2020-06-22 01:26:25","2025-07-18 16:41:50",20.53,1,1,"17F9"
"96",1427,"2021-02","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",6.85,2,1,"15G0"
"97",1435,"2021-02","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",4.11,2,1,"15G0"
"98",1449,"2021-02","e5fd8e9da-a2ca-6912-cb99-41a7fa8b1dbe","ITA","P.D`ERCOLE","2021-01-04 06:00:00","2021-12-30 17:00:00","TRAWLERS","FISHING","247204460",NA,"IFUE","2013-05-29 19:11:39","2025-07-18 13:48:23",51.62,2,1,"17F8"
"99",1459,"2021-02","e5fd8e9da-a2ca-6912-cb99-41a7fa8b1dbe","ITA","P.D`ERCOLE","2021-01-04 06:00:00","2021-12-30 17:00:00","TRAWLERS","FISHING","247204460",NA,"IFUE","2013-05-29 19:11:39","2025-07-18 13:48:23",5.49,2,1,"17F8"
"100",1494,"2021-01","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",1.09,1,1,"12G1"
"101",1523,"2021-01","4af3adc4d-dbfd-21b7-7712-8a46ea05be6c","ITA","ANGELO PADRE II","2021-01-04 04:00:00","2021-03-17 08:00:00","TRAWLERS","FISHING","247091080",NA,"IFMX","2013-08-23 15:20:47","2021-04-17 11:54:57",0.45,1,1,"11G2"
"102",1579,"2021-01","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",2.61,1,1,"14G0"
"103",1594,"2021-01","6d292d378-8dfa-7c9b-7b69-cd36b1ccdfa9","ITA","FURORE","2021-01-04","2021-12-23 14:00:00","TRAWLERS","FISHING","247101230",NA,"IKRH","2013-06-04 02:43:42","2025-07-18 16:35:18",15.1,1,1,"13G0"
"104",1600,"2021-02","4af3adc4d-dbfd-21b7-7712-8a46ea05be6c","ITA","ANGELO PADRE II","2021-01-04 04:00:00","2021-03-17 08:00:00","TRAWLERS","FISHING","247091080",NA,"IFMX","2013-08-23 15:20:47","2021-04-17 11:54:57",7.89,2,1,"12G2"
"105",1637,"2021-01","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",9.55,1,1,"12G2"
"106",1648,"2021-02","4179aae2c-cb13-cef7-5084-1e2a15725ef7","ITA","ARCOBALENO","2021-01-04 05:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096440",NA,"IFXA","2013-02-14 02:10:19","2025-07-18 14:17:43",10.5,2,1,"11G2"
"107",1658,"2021-02","4179aae2c-cb13-cef7-5084-1e2a15725ef7","ITA","ARCOBALENO","2021-01-04 05:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096440",NA,"IFXA","2013-02-14 02:10:19","2025-07-18 14:17:43",0.81,2,1,"11G2"
"108",1664,"2021-02","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",19.07,2,1,"12G1"
"109",1669,"2021-02","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",26.54,2,1,"12G2"
"110",1690,"2021-01","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",9.34,1,1,"15G0"
"111",1691,"2021-01","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I","2021-01-04 04:00:00","2021-10-29 12:00:00","TRAWLERS","FISHING","247149790",NA,"IFCR2","2018-11-19 10:42:26","2024-11-29 17:44:49",22.49,1,1,"12G1"
"112",1701,"2021-02","eae57585b-b322-faf3-d1b4-1e13f67fc429","ITA","LUNA ROSSA 1","2021-01-06 23:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247067010",NA,"IFDI","2013-05-28 14:56:21","2025-07-20 23:59:43",35.01,2,1,"11G2"
"113",1716,"2021-01","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",4.28,1,1,"15G0"
"114",1742,"2021-02","482eefd9b-bc35-534c-5503-d2449cc12368","ITA","F/V MARIA GRAZIA","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247048880",NA,"IPOL","2012-10-24 06:26:09","2025-07-15 16:07:52",20.18,2,1,"16F8"
"115",1776,"2021-02","d46892919-9b39-b5fa-9159-20fa2a85e3df","ITA","ARINA MADRE","2021-01-06 10:00:00","2021-12-23 10:00:00","TRAWLERS","FISHING","247045120",NA,NA,"2018-07-23 16:21:17","2025-07-04 12:23:15",1.29,2,1,"17F9"
"116",1779,"2021-01","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",4.07,1,1,"12G2"
"117",1802,"2021-01","482eefd9b-bc35-534c-5503-d2449cc12368","ITA","F/V MARIA GRAZIA","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247048880",NA,"IPOL","2012-10-24 06:26:09","2025-07-15 16:07:52",28.89,1,1,"16F7"
"118",1818,"2021-02","9d21bfa42-25e5-d309-5e57-29169c576f72","ITA","TOMMASO DE SIMONE","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247110830",NA,"IVGI","2013-03-18 11:50:22","2025-07-18 15:00:22",7.89,2,1,"12G1"
"119",1835,"2021-01","898bfd541-1611-3e35-93d7-e1bfbe13d026","ITA","MP NUOVA LUCIA","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247892860",NA,"IIJN","2019-12-13 15:03:32","2025-07-18 13:23:11",6.41,1,1,"12G2"
"120",1852,"2021-02","a5dfa5104-4dbc-0aa6-e7ef-c1665b4ec2e9","ITA","MONSSER","2021-01-03 08:00:00","2021-12-30 09:00:00","TRAWLERS","FISHING","247044790",NA,"IJYT","2019-12-09 09:29:50","2025-07-20 23:57:30",0.88,2,1,"15G0"
"121",1866,"2021-01","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-07-14 14:10:38",3.83,1,1,"13G1"
"122",1880,"2021-02","9d21bfa42-25e5-d309-5e57-29169c576f72","ITA","TOMMASO DE SIMONE","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247110830",NA,"IVGI","2013-03-18 11:50:22","2025-07-18 15:00:22",51.12,2,1,"13G1"
"123",1924,"2021-02","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.","2021-01-04 04:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247093030",NA,"IFUI","2013-05-19 10:19:32","2025-07-20 23:59:59",5.78,2,1,"12G2"
"124",1974,"2021-02","478b14262-2ad1-7a58-fa40-5e9984d6abae","ITA","MARIANNA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247093010",NA,"IWPS","2013-03-20 00:12:19","2025-07-18 14:44:37",4.43,2,1,"12G2"
"125",2021,"2021-02","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",12.01,2,1,"14G0"
"126",2025,"2021-01","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.","2021-01-04 04:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247093030",NA,"IFUI","2013-05-19 10:19:32","2025-07-20 23:59:59",1,1,1,"12G1"
"127",2028,"2021-01","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO","2021-01-04 05:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092920",NA,"IPBA","2013-04-21 22:38:02","2024-01-12 12:01:38",65.35,1,1,"12G2"
"128",2029,"2021-01","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.","2021-01-04 04:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247093030",NA,"IFUI","2013-05-19 10:19:32","2025-07-20 23:59:59",0.98,1,1,"12G2"
"129",2050,"2021-02","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",0.44,2,1,"15G0"
"130",2066,"2021-02","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",6.63,2,1,"15G0"
"131",2075,"2021-01","478b14262-2ad1-7a58-fa40-5e9984d6abae","ITA","MARIANNA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247093010",NA,"IWPS","2013-03-20 00:12:19","2025-07-18 14:44:37",36.59,1,1,"12G2"
"132",2079,"2021-02","eb9daf877-749a-6f4a-1804-4d1dfcaaac94","ITA","STELLA ROSSA","2021-01-07 01:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247090850",NA,"IUCQ","2013-05-27 10:47:43","2024-01-24 07:55:38",55.08,2,1,"11G2"
"133",2098,"2021-02","e4d4ca9ba-ac5f-33b2-a3f4-ff20dc9631c9","ITA","LIDA ASSUNTA","2021-01-04 03:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247094280",NA,"IPJA","2013-05-30 04:56:24","2025-07-19 10:23:52",10.57,2,1,"12G1"
"134",2107,"2021-02","482eefd9b-bc35-534c-5503-d2449cc12368","ITA","F/V MARIA GRAZIA","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247048880",NA,"IPOL","2012-10-24 06:26:09","2025-07-15 16:07:52",69.21,2,1,"16F7"
"135",2114,"2021-01","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",1.87,1,1,"14G0"
"136",2182,"2021-02","478b14262-2ad1-7a58-fa40-5e9984d6abae","ITA","MARIANNA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247093010",NA,"IWPS","2013-03-20 00:12:19","2025-07-18 14:44:37",5.86,2,1,"12G2"
"137",2189,"2021-02","eae57585b-b322-faf3-d1b4-1e13f67fc429","ITA","LUNA ROSSA 1","2021-01-06 23:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247067010",NA,"IFDI","2013-05-28 14:56:21","2025-07-20 23:59:43",40.5,2,1,"11G2"
"138",2200,"2021-02","eae57585b-b322-faf3-d1b4-1e13f67fc429","ITA","LUNA ROSSA 1","2021-01-06 23:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247067010",NA,"IFDI","2013-05-28 14:56:21","2025-07-20 23:59:43",9.58,2,1,"11G2"
"139",2244,"2021-01","478b14262-2ad1-7a58-fa40-5e9984d6abae","ITA","MARIANNA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247093010",NA,"IWPS","2013-03-20 00:12:19","2025-07-18 14:44:37",8.97,1,1,"12G1"
"140",2387,"2021-02","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I","2021-01-04 04:00:00","2021-10-29 12:00:00","TRAWLERS","FISHING","247149790",NA,"IFCR2","2018-11-19 10:42:26","2024-11-29 17:44:49",3.53,2,1,"12G1"
"141",2434,"2021-02","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-07-20 23:45:49",7.74,2,1,"14G0"
"142",2440,"2021-02","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-07-20 23:45:49",12.62,2,1,"13G1"
"143",2444,"2021-02","9d21bfa42-25e5-d309-5e57-29169c576f72","ITA","TOMMASO DE SIMONE","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247110830",NA,"IVGI","2013-03-18 11:50:22","2025-07-18 15:00:22",3.02,2,1,"13G1"
"144",2447,"2021-02","9d21bfa42-25e5-d309-5e57-29169c576f72","ITA","TOMMASO DE SIMONE","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247110830",NA,"IVGI","2013-03-18 11:50:22","2025-07-18 15:00:22",44.83,2,1,"13G1"
"145",2469,"2021-02","eae57585b-b322-faf3-d1b4-1e13f67fc429","ITA","LUNA ROSSA 1","2021-01-06 23:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247067010",NA,"IFDI","2013-05-28 14:56:21","2025-07-20 23:59:43",15.81,2,1,"12G2"
"146",2470,"2021-02","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",1.02,2,1,"12G1"
"147",2473,"2021-02","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",4.87,2,1,"12G1"
"148",2475,"2021-02","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",17,2,1,"12G1"
"149",2479,"2021-01","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-07-14 14:10:38",101.45,1,1,"13G1"
"150",2482,"2021-02","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",6.57,2,1,"12G1"
"151",2507,"2021-02","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-07-20 23:45:49",17.29,2,1,"14G0"
"152",2509,"2021-01","232e1b598-8373-719a-adc4-f14290e5318e","ITA","GIACOMO","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247093040",NA,"INSI","2013-04-02 03:05:29","2024-10-28 12:40:57",49.29,1,1,"12G2"
"153",2534,"2021-01","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",6.3,1,1,"14G0"
"154",2539,"2021-01","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-07-14 14:10:38",2.03,1,1,"12G1"
"155",2543,"2021-01","3c1198b91-1893-33bd-d11f-7306d36e2d7a","ITA","F/V GRAZIA ROSA II","2021-01-04 02:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247048990",NA,"IWMC","2014-03-31 03:10:03","2025-07-19 14:53:03",2.07,1,1,"16F7"
"156",2547,"2021-01","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",12.19,1,1,"14G0"
"157",2548,"2021-01","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-07-20 23:45:49",5.07,1,1,"14G0"
"158",2559,"2021-02","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",9.98,2,1,"12G2"
"159",2563,"2021-01","1185c3fd2-2f6d-0510-c52f-38af09cd5e8b","ITA","M/P MINA","2021-01-04 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247048870",NA,"IQLP","2013-06-01 09:19:45","2025-07-18 16:15:06",3.57,1,1,"16F8"
"160",2569,"2021-02","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",10.6,2,1,"14G0"
"161",2575,"2021-02","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-07-14 14:10:38",1.57,2,1,"12G1"
"162",2584,"2021-01","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-07-20 23:45:49",4.3,1,1,"13G0"
"163",2586,"2021-01","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",17.11,1,1,"12G2"
"164",2592,"2021-01","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",27.92,1,1,"12G2"
"165",2606,"2021-01","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",2.02,1,1,"12G1"
"166",2616,"2021-01","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",0.85,1,1,"12G1"
"167",2637,"2021-01","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",3.57,1,1,"12G1"
"168",2640,"2021-01","eae57585b-b322-faf3-d1b4-1e13f67fc429","ITA","LUNA ROSSA 1","2021-01-06 23:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247067010",NA,"IFDI","2013-05-28 14:56:21","2025-07-20 23:59:43",17.6,1,1,"12G2"
"169",2655,"2021-01","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-07-20 23:45:49",17.26,1,1,"14G0"
"170",2660,"2021-01","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-07-20 23:45:49",1.99,1,1,"14G0"
"171",2672,"2021-01","a5db0bf07-7664-5fd1-5eb5-aa4600b340c6","ITA","LUEMA","2021-01-04 07:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081850",NA,"IQJY","2013-05-30 01:46:55","2025-07-18 14:38:34",25.46,1,1,"11G2"
"172",2681,"2021-01","478b14262-2ad1-7a58-fa40-5e9984d6abae","ITA","MARIANNA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247093010",NA,"IWPS","2013-03-20 00:12:19","2025-07-18 14:44:37",1.56,1,1,"12G2"
"173",2799,"2021-02","482eefd9b-bc35-534c-5503-d2449cc12368","ITA","F/V MARIA GRAZIA","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247048880",NA,"IPOL","2012-10-24 06:26:09","2025-07-15 16:07:52",1.93,2,1,"16F7"
"174",2809,"2021-02","898bfd541-1611-3e35-93d7-e1bfbe13d026","ITA","MP NUOVA LUCIA","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247892860",NA,"IIJN","2019-12-13 15:03:32","2025-07-18 13:23:11",8.65,2,1,"12G1"
"175",2811,"2021-02","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",0.57,2,1,"14G0"
"176",2826,"2021-02","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",3.04,2,1,"12G2"
"177",2837,"2021-01","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",8.66,1,1,"12G2"
"178",2845,"2021-01","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",20.44,1,1,"12G1"
"179",2850,"2021-01","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-07-20 23:45:49",3.45,1,1,"14G0"
"180",2864,"2021-02","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",6.37,2,1,"14G0"
