"","X","Time.Range","Vessel.ID","Flag","Vessel.Name","Entry.Timestamp","Exit.Timestamp","Gear.Type","Vessel.Type","MMSI","IMO","CallSign","First.Transmission.Date","Last.Transmission.Date","Apparent.Fishing.Hours","month","quarter","id"
"8308",5246,"2021-09","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-07-14 14:10:38",150.75,9,4,"13G1"
"8309",5261,"2021-10","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",19.53,10,4,"12G2"
"8310",5266,"2021-09","d46892919-9b39-b5fa-9159-20fa2a85e3df","ITA","ARINA MADRE","2021-01-06 10:00:00","2021-12-23 10:00:00","TRAWLERS","FISHING","247045120",NA,NA,"2018-07-23 16:21:17","2025-07-04 12:23:15",2.47,9,4,"17F9"
"8311",5267,"2021-10","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",0.86,10,4,"12G1"
"8312",5276,"2021-09","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA","2021-01-04","2021-12-30 15:00:00","TRAWLERS","FISHING","247147420",NA,"ILAK","2013-12-10 02:11:20","2025-07-20 23:54:18",29.33,9,4,"13G0"
"8313",5277,"2021-09","eae57585b-b322-faf3-d1b4-1e13f67fc429","ITA","LUNA ROSSA 1","2021-01-06 23:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247067010",NA,"IFDI","2013-05-28 14:56:21","2025-07-20 23:59:43",4.09,9,4,"11G2"
"8314",5284,"2021-10","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",0.94,10,4,"12G2"
"8315",5290,"2021-09","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",13.02,9,4,"12G2"
"8316",5292,"2021-09","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",4.85,9,4,"12G2"
"8317",5296,"2021-09","8c04ecd47-7037-fc2f-8195-d663a9d8e636","ITA","NUOVA MAREA","2021-03-02 23:00:00","2021-11-24 19:00:00","TRAWLERS","FISHING","247220130",NA,"IRBA","2013-02-26 13:19:31","2025-07-20 23:58:50",0.25,9,4,"14G0"
"8318",5301,"2021-12","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",3.39,12,4,"12G2"
"8319",5314,"2021-09","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-07-20 23:45:49",5.2,9,4,"13G0"
"8320",5321,"2021-10","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",15.24,10,4,"11G2"
"8321",5326,"2021-12","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-07-14 14:10:38",3.92,12,4,"12G2"
"8322",5331,"2021-12","e5fd8e9da-a2ca-6912-cb99-41a7fa8b1dbe","ITA","P.D`ERCOLE","2021-01-04 06:00:00","2021-12-30 17:00:00","TRAWLERS","FISHING","247204460",NA,"IFUE","2013-05-29 19:11:39","2025-07-18 13:48:23",10.08,12,4,"17F8"
"8323",5349,"2021-12","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA","2021-01-04 04:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096930",NA,"IRMM","2013-02-18 02:16:45","2025-07-20 23:55:21",1.18,12,4,"13G0"
"8324",5350,"2021-09","aed00b1ce-ebe5-845c-ba85-129a87ed0c4a","ITA","TERESA MADRE","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247041670",NA,"IKJO","2013-07-01 02:34:09","2025-07-18 15:17:15",46.33,9,4,"17F9"
"8325",5365,"2021-09","6bac13758-80eb-fe27-6aa0-ba303dd40dcd","ITA","ARDITO","2021-01-04 05:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247044930",NA,NA,"2016-05-27 05:42:14","2025-07-18 14:36:46",64.57,9,4,"17F9"
"8326",5378,"2021-11","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE","2021-01-04 10:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247090910",NA,"ILTG","2013-02-08 16:19:43","2025-07-20 23:59:44",5.39,11,4,"12G2"
"8327",5379,"2021-09","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-06-13 11:37:09",82.52,9,4,"14G0"
"8328",5384,"2021-09","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-06-13 11:37:09",31.96,9,4,"14G0"
"8329",5390,"2021-11","2de3cda92-2405-3349-8ad5-0ef180e81e1a","ITA","LIBERA","2021-01-04 04:00:00","2021-12-29 15:00:00","TRAWLERS","FISHING","247096930",NA,"IRMM","2013-02-18 02:16:45","2025-07-20 23:55:21",2.23,11,4,"14G0"
"8330",5391,"2021-11","a39b3015f-f21e-6757-9ce4-84ad87e94dca","ITA","SS ANNUNZIATA","2021-01-04 03:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099790",NA,"IKQO","2013-04-10 02:25:03","2025-07-18 12:29:21",45.73,11,4,"13G1"
"8331",5399,"2021-10","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",45.36,10,4,"12G2"
"8332",5405,"2021-10","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",0.27,10,4,"12G1"
"8333",5408,"2021-12","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",16.75,12,4,"14G0"
"8334",5418,"2021-12","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-07-14 14:10:38",9.22,12,4,"13G1"
"8335",5424,"2021-11","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",49.49,11,4,"16G0"
"8336",5432,"2021-11","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",1.38,11,4,"16G0"
"8337",5434,"2021-10","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",2.65,10,4,"14G0"
"8338",5443,"2021-12","898bfd541-1611-3e35-93d7-e1bfbe13d026","ITA","MP NUOVA LUCIA","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247892860",NA,"IIJN","2019-12-13 15:03:32","2025-07-18 13:23:11",45.18,12,4,"12G1"
"8339",5444,"2021-09","0474f132b-bef3-7a95-4871-5a4cca576cc3","ITA","ONDAMARINA","2021-01-04 01:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247041470",NA,"INHW","2017-06-27 11:23:33","2025-07-20 23:37:46",20.63,9,4,"13G0"
"8340",5448,"2021-09","184cc0102-2777-f1db-d4ca-6cf64d4ccf88","ITA","NETTUNO II","2021-01-04","2021-12-30 10:00:00","TRAWLERS","FISHING","247065720",NA,"IQON","2013-06-05 20:08:53","2025-07-20 23:59:47",1.94,9,4,"14F9"
"8341",5450,"2021-11","a39b3015f-f21e-6757-9ce4-84ad87e94dca","ITA","SS ANNUNZIATA","2021-01-04 03:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099790",NA,"IKQO","2013-04-10 02:25:03","2025-07-18 12:29:21",31.55,11,4,"12G1"
"8342",5457,"2021-11","73f0bbb55-5d59-9cab-dd39-c56b0c8e7c20","ITA","RAIMONDO SFERLAZZO","2021-01-04 05:00:00","2021-12-30 07:00:00","TRAWLERS","FISHING","247250620",NA,"ILWO.2","2013-05-20 01:15:41","2025-07-18 14:14:07",18.92,11,4,"11G2"
"8343",5457,"2021-11","73f0bbb55-5d59-9cab-dd39-c56b0c8e7c20","ITA","RAIMONDO SFERLAZZO","2021-01-04 05:00:00","2021-12-30 07:00:00","TRAWLERS","FISHING","247250620",NA,"ILWO.2","2013-05-20 01:15:41","2025-07-18 14:14:07",18.92,11,4,"12G2"
"8344",5470,"2021-12","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",5.36,12,4,"14G0"
"8345",5478,"2021-12","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",2.93,12,4,"14G0"
"8346",5488,"2021-12","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",1.06,12,4,"14G0"
"8347",5496,"2021-11","9ca3d0b72-237f-6c3a-14c3-937b71847c2a","ITA","LA FENICE","2021-01-04 05:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247099820",NA,"IJYL","2017-03-29 04:10:26","2025-07-20 09:17:50",32.96,11,4,"12G1"
"8348",5499,"2021-11","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",77.92,11,4,"16G0"
"8349",5519,"2021-09","b2a081b87-7dc2-5afe-e7ac-6f5cd261d9da","ITA","MONELLO","2021-01-05 07:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247044970",NA,"IWJJ","2014-07-30 06:52:49","2025-07-18 12:23:35",0.98,9,4,"17F8"
"8350",5532,"2021-12","898bfd541-1611-3e35-93d7-e1bfbe13d026","ITA","MP NUOVA LUCIA","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247892860",NA,"IIJN","2019-12-13 15:03:32","2025-07-18 13:23:11",4.81,12,4,"12G2"
"8351",5533,"2021-10","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",8.13,10,4,"12G2"
"8352",5535,"2021-10","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",19.05,10,4,"12G1"
"8353",5539,"2021-11","240bd4799-9864-03e2-03e5-81046322d29e","ITA","PAOLA MADRE","2021-01-04 10:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247090910",NA,"ILTG","2013-02-08 16:19:43","2025-07-20 23:59:44",5.78,11,4,"11G2"
"8354",5545,"2021-09","e805685ad-d03d-bf5e-ec01-0e7c15b976af","ITA","FRECCIA","2021-02-24 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247068070",NA,"INKZ","2013-06-04 00:41:26","2025-07-20 23:56:22",24.24,9,4,"13G0"
"8355",5549,"2021-11","bf7a316cc-ca08-8259-d4af-7fce99807831","ITA","MORLE II","2021-01-03 06:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081680",NA,"IZAV","2019-07-12 09:06:05","2025-07-20 23:59:18",1.95,11,4,"16F9"
"8356",5551,"2021-09","fd7b02175-538c-125e-7d04-399cdce31466","ITA","MARE BLU","2021-01-04 02:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065080",NA,NA,"2013-06-24 00:40:18","2024-08-16 10:02:30",3.48,9,4,"14G0"
"8357",5556,"2021-11","a39b3015f-f21e-6757-9ce4-84ad87e94dca","ITA","SS ANNUNZIATA","2021-01-04 03:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247099790",NA,"IKQO","2013-04-10 02:25:03","2025-07-18 12:29:21",42.05,11,4,"13G1"
"8358",5557,"2021-09","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-06-13 11:37:09",59.5,9,4,"14G0"
"8359",5569,"2021-10","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-07-12 08:35:22",1.1,10,4,"14G0"
"8360",5572,"2021-12","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",6.24,12,4,"14G0"
"8361",5580,"2021-10","a872688f7-7dcd-ea66-ead6-22a387dee5b0","ITA","MISS MARY","2021-08-09","2021-11-24 13:00:00","TRAWLERS","FISHING","247066930",NA,"ITGY","2014-05-02 17:16:38","2025-07-20 15:36:34",0.39,10,4,"15G0"
"8362",5582,"2021-12","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-07-14 14:10:38",26.8,12,4,"13G1"
"8363",5585,"2021-10","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",3.44,10,4,"12G1"
"8364",5590,"2021-10","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",2.49,10,4,"12G1"
"8365",5602,"2021-12","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-07-20 23:56:11",11.15,12,4,"12G2"
"8366",5648,"2021-09","6e02474b2-2fba-078a-8132-10e3ad77914f","ITA","MP LEDO","2021-01-07 11:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247222320",NA,NA,"2012-05-17 19:22:30","2025-07-18 18:56:50",42.23,9,4,"13G0"
"8367",5653,"2021-12","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",27.79,12,4,"12G2"
"8368",5667,"2021-09","898bfd541-1611-3e35-93d7-e1bfbe13d026","ITA","MP NUOVA LUCIA","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247892860",NA,"IIJN","2019-12-13 15:03:32","2025-07-18 13:23:11",16.62,9,4,"12G2"
"8369",5677,"2021-12","aed00b1ce-ebe5-845c-ba85-129a87ed0c4a","ITA","TERESA MADRE","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247041670",NA,"IKJO","2013-07-01 02:34:09","2025-07-18 15:17:15",17.48,12,4,"17F9"
"8370",5706,"2021-12","925cba99b-bf1b-8208-c205-0a84a837fde9","ITA",NA,"2021-12-15 06:00:00","2021-12-17 15:00:00","TRAWLERS","FISHING","247222320",NA,NA,"2012-07-09 11:31:28","2021-12-17 17:21:33",0.87,12,4,"13G1"
"8371",5707,"2021-10","bdcd2d618-8e87-b9fc-959d-584c17ae45e5","ITA","JAMAICA","2021-01-04 04:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092810",NA,"IPVT","2013-05-27 23:17:31","2025-07-20 21:01:46",11.02,10,4,"12G2"
"8372",5714,"2021-12","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",1.11,12,4,"12G2"
"8373",5717,"2021-12","9d21bfa42-25e5-d309-5e57-29169c576f72","ITA","TOMMASO DE SIMONE","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247110830",NA,"IVGI","2013-03-18 11:50:22","2025-07-18 15:00:22",2.98,12,4,"12G1"
"8374",5720,"2021-11","a5084903d-de65-a30f-5864-e30b5cd3872a","ITA","CESARINA","2021-01-06 23:00:00","2021-12-29 12:00:00","TRAWLERS","FISHING","247220290",NA,"ILKN","2014-05-14 03:57:27","2025-07-20 23:59:51",1.74,11,4,"15G0"
"8375",5734,"2021-12","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-07-20 23:59:26",14.82,12,4,"12G2"
"8376",5777,"2021-12","478b14262-2ad1-7a58-fa40-5e9984d6abae","ITA","MARIANNA","2021-01-04 04:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247093010",NA,"IWPS","2013-03-20 00:12:19","2025-07-18 14:44:37",25.28,12,4,"12G2"
"8377",5786,"2021-12","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO","2021-01-04 05:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092920",NA,"IPBA","2013-04-21 22:38:02","2024-01-12 12:01:38",6.45,12,4,"12G1"
"8378",5790,"2021-12","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.","2021-01-04 04:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247093030",NA,"IFUI","2013-05-19 10:19:32","2025-07-20 23:59:59",46.34,12,4,"12G2"
"8379",5791,"2021-12","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO","2021-01-04 05:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092920",NA,"IPBA","2013-04-21 22:38:02","2024-01-12 12:01:38",4.33,12,4,"12G2"
"8380",5793,"2021-10","0474f132b-bef3-7a95-4871-5a4cca576cc3","ITA","ONDAMARINA","2021-01-04 01:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247041470",NA,"INHW","2017-06-27 11:23:33","2025-07-20 23:37:46",9.56,10,4,"13G0"
"8381",5805,"2021-09","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-07-18 18:00:47",0.73,9,4,"13G0"
"8382",5807,"2021-10","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I","2021-01-04 04:00:00","2021-10-29 12:00:00","TRAWLERS","FISHING","247149790",NA,"IFCR2","2018-11-19 10:42:26","2024-11-29 17:44:49",1.07,10,4,"12G2"
"8383",5820,"2021-11","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-07-15 10:24:08",39.07,11,4,"12G2"
"8384",5832,"2021-11","d46892919-9b39-b5fa-9159-20fa2a85e3df","ITA","ARINA MADRE","2021-01-06 10:00:00","2021-12-23 10:00:00","TRAWLERS","FISHING","247045120",NA,NA,"2018-07-23 16:21:17","2025-07-04 12:23:15",3.53,11,4,"17F9"
"8385",5842,"2021-10","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA","2021-01-04","2021-12-30 15:00:00","TRAWLERS","FISHING","247147420",NA,"ILAK","2013-12-10 02:11:20","2025-07-20 23:54:18",1.34,10,4,"13G0"
"8386",5847,"2021-09","ec8d85e7d-d923-f0ca-7b0c-5075449c873c","ITA","JAZZ","2021-01-13 04:00:00","2021-12-30 18:00:00","TRAWLERS","FISHING","247200190",NA,"IFHQ2","2018-08-06 02:28:14","2023-09-29 21:00:11",79.29,9,4,"17F9"
"8387",5871,"2021-09","ec8d85e7d-d923-f0ca-7b0c-5075449c873c","ITA","JAZZ","2021-01-13 04:00:00","2021-12-30 18:00:00","TRAWLERS","FISHING","247200190",NA,"IFHQ2","2018-08-06 02:28:14","2023-09-29 21:00:11",0.95,9,4,"17F8"
"8388",5875,"2021-12","f635cedc2-25d7-4640-1891-f9df2f2f6df7","ITA","IMPERO ROMANO","2021-04-15 12:00:00","2021-12-29 09:00:00","TRAWLERS","FISHING","247094320",NA,"ISTZ","2018-10-09 07:19:45","2025-07-16 15:42:05",1.72,12,4,"12G1"
"8389",5880,"2021-09","ec8d85e7d-d923-f0ca-7b0c-5075449c873c","ITA","JAZZ","2021-01-13 04:00:00","2021-12-30 18:00:00","TRAWLERS","FISHING","247200190",NA,"IFHQ2","2018-08-06 02:28:14","2023-09-29 21:00:11",60.5,9,4,"17F9"
"8390",5887,"2021-10","bae0ea02d-dae5-e443-2f40-54bd22f650d2","ITA","OSCAR","2021-01-04 03:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247094340",NA,"IQSV","2013-05-02 01:10:38","2025-07-20 07:09:56",2.31,10,4,"13G1"
"8391",5890,"2021-09","e4d4ca9ba-ac5f-33b2-a3f4-ff20dc9631c9","ITA","LIDA ASSUNTA","2021-01-04 03:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247094280",NA,"IPJA","2013-05-30 04:56:24","2025-07-19 10:23:52",96.96,9,4,"13G1"
"8392",5893,"2021-09","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",1.11,9,4,"11G2"
"8393",5899,"2021-12","13ce42c56-69e0-393d-fdf5-252c2a82ad75","ITA","M/P SS. TRINITA","2021-01-04 11:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247094260",NA,"ILVK","2019-08-28 15:13:49","2025-07-18 10:52:22",2.73,12,4,"13G1"
"8394",5901,"2021-12","a5db0bf07-7664-5fd1-5eb5-aa4600b340c6","ITA","LUEMA","2021-01-04 07:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081850",NA,"IQJY","2013-05-30 01:46:55","2025-07-18 14:38:34",11.28,12,4,"12G2"
"8395",5910,"2021-09","a872688f7-7dcd-ea66-ead6-22a387dee5b0","ITA","MISS MARY","2021-08-09","2021-11-24 13:00:00","TRAWLERS","FISHING","247066930",NA,"ITGY","2014-05-02 17:16:38","2025-07-20 15:36:34",16.97,9,4,"15G0"
"8396",5912,"2021-09","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-07-20 23:59:18",6.33,9,4,"15G0"
"8397",5927,"2021-09","da807a497-716f-a219-77b0-a13a671d0dea","ITA","LEONE MARCO","2021-01-08 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247099830",NA,"IPLN","2013-04-25 02:01:19","2025-07-18 16:04:53",49.36,9,4,"13G1"
"8398",5937,"2021-10","a5db0bf07-7664-5fd1-5eb5-aa4600b340c6","ITA","LUEMA","2021-01-04 07:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081850",NA,"IQJY","2013-05-30 01:46:55","2025-07-18 14:38:34",10.26,10,4,"11G2"
"8399",5937,"2021-10","a5db0bf07-7664-5fd1-5eb5-aa4600b340c6","ITA","LUEMA","2021-01-04 07:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081850",NA,"IQJY","2013-05-30 01:46:55","2025-07-18 14:38:34",10.26,10,4,"12G2"
"8400",5948,"2021-11","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-07-20 23:59:26",18.71,11,4,"12G2"
"8401",5982,"2021-11","029e738bc-c6a6-bc59-12ce-483f333c1d4d","ITA","MIRELLA","2021-01-03 06:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247065730",NA,"INRH","2017-08-20 11:43:11","2025-07-20 23:42:50",15.84,11,4,"13G0"
"8402",5995,"2021-11","a1cb5f6a7-786c-c2a9-17bb-bde83787f6d2","ITA","CRESCENZO 1","2021-01-04 03:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247128190",NA,NA,"2018-10-31 05:22:20","2025-07-19 07:42:53",37.12,11,4,"13G1"
